predictor,n,diagnosis,score_fun,score
DNN,24,CD,F1 score,0.6388308977035491
DNN,24,HYP,Precision,0.4293628808864266
DNN,24,HYP,Recall,0.7378640776699029
DNN,24,HYP,Specificity,0.893
DNN,24,HYP,F1 score,0.5465116279069767
DNN,24,MI,Precision,0.3854166666666667
DNN,24,MI,Recall,0.35071090047393366
DNN,24,MI,Specificity,0.9360119047619048
DNN,24,MI,F1 score,0.375
DNN,24,STTC,Precision,0.5727272727272728
DNN,24,STTC,Recall,0.3488372093023256
DNN,24,STTC,Specificity,0.974802371541502
DNN,24,STTC,F1 score,0.4413793103448276
DNN,25,NORM,Precision,0.6309362279511533
DNN,25,NORM,Recall,0.9827760891590679
DNN,25,NORM,Specificity,0.5673469387755102
DNN,25,NORM,F1 score,0.7703889585947302
DNN,25,CD,Precision,0.48599670510708404
DNN,25,CD,Recall,0.9124668435013262
DNN,25,CD,Specificity,0.8106796116504854
DNN,25,CD,F1 score,0.639412997903564
DNN,25,HYP,Precision,0.4293785310734463
DNN,25,HYP,Recall,0.7379679144385026
DNN,25,HYP,Specificity,0.8930562595032945
DNN,25,HYP,F1 score,0.54673721340388
DNN,25,MI,Precision,0.38571428571428573
DNN,25,MI,Recall,0.35096153846153844
DNN,25,MI,Specificity,0.93613786112519
DNN,25,MI,F1 score,0.375
DNN,25,STTC,Precision,0.5727272727272728
DNN,25,STTC,Recall,0.34911242603550297
DNN,25,STTC,Specificity,0.9748148148148148
DNN,25,STTC,F1 score,0.4418604651162791
DNN,26,NORM,Precision,0.6310746064339493
DNN,26,NORM,Recall,0.9828629032258065
DNN,26,NORM,Specificity,0.5675675675675675
DNN,26,NORM,F1 score,0.7704081632653061
DNN,26,CD,Precision,0.48600883652430044
DNN,26,CD,Recall,0.9130434782608695
DNN,26,CD,Specificity,0.8111050626020686
DNN,26,CD,F1 score,0.6394422310756972
DNN,26,HYP,Precision,0.42939481268011526
DNN,26,HYP,Recall,0.7384615384615385
DNN,26,HYP,Specificity,0.8930562595032945
DNN,26,HYP,F1 score,0.5467889908256881
DNN,26,MI,Precision,0.3888888888888889
DNN,26,MI,Recall,0.35121951219512193
DNN,26,MI,Specificity,0.9361593462717058
DNN,26,MI,F1 score,0.37532133676092544
DNN,26,STTC,Precision,0.5740740740740741
DNN,26,STTC,Recall,0.3492063492063492
DNN,26,STTC,Specificity,0.9748272458045409
DNN,26,STTC,F1 score,0.44274809160305345
DNN,27,NORM,Precision,0.6321279554937413
DNN,27,NORM,Recall,0.9828693790149893
DNN,27,NORM,Specificity,0.5677626303127506
DNN,27,NORM,F1 score,0.7704507512520868
DNN,27,CD,Precision,0.486090775988287
DNN,27,CD,Recall,0.9132791327913279
DNN,27,CD,Specificity,0.8111731843575419
DNN,27,CD,F1 score,0.6394557823129252
DNN,27,HYP,Precision,0.4294117647058823
DNN,27,HYP,Recall,0.74
DNN,27,HYP,Specificity,0.8931104356636271
DNN,27,HYP,F1 score,0.5471349353049908
DNN,27,MI,Precision,0.3888888888888889
DNN,27,MI,Recall,0.35135135135135137
DNN,27,MI,Specificity,0.936267071320182
DNN,27,MI,F1 score,0.3756906077348066
DNN,27,STTC,Precision,0.5754716981132075
DNN,27,STTC,Recall,0.35
DNN,27,STTC,Specificity,0.9748272458045409
DNN,27,STTC,F1 score,0.44280442804428044
DNN,28,NORM,Precision,0.6321917808219178
DNN,28,NORM,Recall,0.9828801611278952
DNN,28,NORM,Specificity,0.5680902497985496
DNN,28,NORM,F1 score,0.7709307267318317
DNN,28,CD,Precision,0.4863636363636364
DNN,28,CD,Recall,0.9137466307277629
DNN,28,CD,Specificity,0.811529933481153
DNN,28,CD,F1 score,0.6397578203834511
DNN,28,HYP,Precision,0.4297520661157025
DNN,28,HYP,Recall,0.7405660377358491
DNN,28,HYP,Specificity,0.8931602596105841
DNN,28,HYP,F1 score,0.5479930191972077
DNN,28,MI,Precision,0.3888888888888889
DNN,28,MI,Recall,0.351931330472103
DNN,28,MI,Specificity,0.9363314805457301
DNN,28,MI,F1 score,0.37623762376237624
DNN,28,STTC,Precision,0.5769230769230769
DNN,28,STTC,Recall,0.3507853403141361
DNN,28,STTC,Specificity,0.9748589020010262
DNN,28,STTC,F1 score,0.44357976653696496
DNN,29,NORM,Precision,0.6322314049586777
DNN,29,NORM,Recall,0.9829424307036247
DNN,29,NORM,Specificity,0.5681444991789819
DNN,29,NORM,F1 score,0.7711757269279393
DNN,29,CD,Precision,0.488
DNN,29,CD,Recall,0.9142091152815014
DNN,29,CD,Specificity,0.8115550755939525
DNN,29,CD,F1 score,0.6399132321041214
DNN,29,HYP,Precision,0.4297994269340974
DNN,29,HYP,Recall,0.7405660377358491
DNN,29,HYP,Specificity,0.8934467233616809
DNN,29,HYP,F1 score,0.549165120593692
DNN,29,MI,Precision,0.3891625615763547
DNN,29,MI,Recall,0.35294117647058826
DNN,29,MI,Specificity,0.9364599092284418
DNN,29,MI,F1 score,0.37628865979381443
DNN,29,STTC,Precision,0.5769230769230769
DNN,29,STTC,Recall,0.35294117647058826
DNN,29,STTC,Specificity,0.9749015748031497
DNN,29,STTC,F1 score,0.44360902255639095
DNN,30,NORM,Precision,0.6323427781617139
DNN,30,NORM,Recall,0.9830677290836654
DNN,30,NORM,Specificity,0.5682747342600164
DNN,30,NORM,F1 score,0.7712146422628952
DNN,30,CD,Precision,0.4884437596302003
